"exam_id"	"exam_date"	"exam_year"	"exam_type"
"GLBAEP103130007"	"1773-08-27"	1773	"settlement"
"GLBAEP103130008"	"1773-09-02"	1773	"settlement"
"GLBAEP103130009"	"1773-09-07"	1773	"settlement"
"GLBAEP103130010"	"1773-09-11"	1773	"settlement"
"GLBAEP103130012"	"1773-09-22"	1773	"settlement"
"GLBAEP103130011"	"1773-09-25"	1773	"settlement"
"GLBAEP103130013"	"1773-09-30"	1773	"settlement"
"GLBAEP103130014"	"1773-10-06"	1773	"settlement"
"GLBAEP103130015"	"1773-10-15"	1773	"bastardy"
"GLBAEP103130016"	"1773-10-20"	1773	"settlement"
"GLBAEP103130017"	"1773-10-23"	1773	"bastardy"
"GLBAEP103130018"	"1773-11-02"	1773	"settlement"
"GLBAEP103140005"	"1773-11-05"	1773	"settlement"
"GLBAEP103140006"	"1773-11-06"	1773	"settlement"
"GLBAEP103140007"	"1773-11-10"	1773	"settlement"
"GLBAEP103140008"	"1773-11-20"	1773	"settlement"
"GLBAEP103140009"	"1773-12-02"	1773	"settlement"
"GLBAEP103140010"	"1773-12-10"	1773	"settlement"
"GLBAEP103140011"	"1773-12-15"	1773	"vagrancy"
"GLBAEP103140012"	"1773-12-15"	1773	"settlement"
"GLBAEP103140013"	"1773-12-15"	1773	"settlement"
"GLBAEP103140014"	"1773-12-15"	1773	"settlement"
"GLBAEP103140015"	"1773-12-18"	1773	"settlement"
"GLBAEP103140016"	"1773-12-24"	1773	"settlement"
"GLBAEP103140017"	"1773-12-31"	1773	"settlement"
"GLBAEP103140020"	"1774-01-14"	1774	"settlement"
"GLBAEP103140021"	"1774-01-14"	1774	"settlement"
"GLBAEP103140022"	"1774-01-14"	1774	"settlement"
"GLBAEP103140023"	"1774-01-24"	1774	"settlement"
"GLBAEP103140024"	"1774-01-26"	1774	"settlement"
"GLBAEP103140026"	"1774-02-00"	1774	"settlement"
"GLBAEP103140025"	"1774-02-17"	1774	"settlement"
"GLBAEP103140027"	"1774-02-23"	1774	"settlement"
"GLBAEP103140028"	"1774-02-25"	1774	"settlement"
"GLBAEP103140029"	"1774-03-09"	1774	"settlement"
"GLBAEP103140030"	"1774-03-09"	1774	"settlement"
"GLBAEP103140031"	"1774-03-10"	1774	"settlement"
"GLBAEP103140032"	"1774-04-02"	1774	"settlement"
"GLBAEP103140033"	"1774-04-13"	1774	"settlement"
"GLBAEP103140034"	"1774-04-23"	1774	"settlement"
"GLBAEP103140035"	"1774-04-23"	1774	"settlement"
"GLBAEP103140041"	"1774-05-00"	1774	"settlement"
"GLBAEP103140036"	"1774-05-07"	1774	"settlement"
"GLBAEP103140037"	"1774-05-17"	1774	"settlement"
"GLBAEP103140038"	"1774-05-18"	1774	"settlement"
"GLBAEP103140039"	"1774-05-20"	1774	"settlement"
"GLBAEP103140040"	"1774-05-20"	1774	"settlement"
"GLBAEP103140042"	"1774-06-20"	1774	"settlement"
"GLBAEP103140043"	"1774-06-25"	1774	"settlement"
"GLBAEP103140044"	"1774-07-09"	1774	"settlement"
"GLBAEP103140045"	"1774-07-13"	1774	"bastardy"
"GLBAEP103140046"	"1774-07-18"	1774	"settlement"
"GLBAEP103140047"	"1774-07-28"	1774	"settlement"
"GLBAEP103140048"	"1774-08-05"	1774	"settlement"
"GLBAEP103140049"	"1774-08-15"	1774	"settlement"
"GLBAEP103140050"	"1774-08-15"	1774	"settlement"
"GLBAEP103140051"	"1774-08-27"	1774	"settlement"
"GLBAEP103140053"	"1774-09-03"	1774	"settlement"
"GLBAEP103140054"	"1774-09-12"	1774	"settlement"
"GLBAEP103140060"	"1774-10-00"	1774	"settlement"
"GLBAEP103140055"	"1774-10-03"	1774	"settlement"
"GLBAEP103140056"	"1774-10-04"	1774	"settlement"
"GLBAEP103140057"	"1774-10-11"	1774	"settlement"
"GLBAEP103140058"	"1774-10-14"	1774	"settlement"
"GLBAEP103140059"	"1774-10-29"	1774	"settlement"
"GLBAEP103140061"	"1774-11-02"	1774	"settlement"
"GLBAEP103140062"	"1774-11-14"	1774	"settlement"
"GLBAEP103140063"	"1774-11-14"	1774	"settlement"
"GLBAEP103140064"	"1774-11-14"	1774	"settlement"
"GLBAEP103140065"	"1774-11-21"	1774	"settlement"
"GLBAEP103140066"	"1774-11-24"	1774	"settlement"
"GLBAEP103140067"	"1774-11-25"	1774	"settlement"
"GLBAEP103140068"	"1774-12-10"	1774	"settlement"
"GLBAEP103140069"	"1774-12-13"	1774	"settlement"
"GLBAEP103140070"	"1774-12-13"	1774	"settlement"
"GLBAEP103140071"	"1774-12-16"	1774	"settlement"
"GLBAEP103140072"	"1774-12-16"	1774	"settlement"
"GLBAEP103140073"	"1774-12-24"	1774	"settlement"
"GLBAEP103140074"	"1774-12-24"	1774	"settlement"
"GLBAEP103140075"	"1774-12-31"	1774	"settlement"
"GLBAEP103140076"	"1775-01-03"	1775	"settlement"
"GLBAEP103140077"	"1775-01-03"	1775	"settlement"
"GLBAEP103150003"	"1775-01-20"	1775	"settlement"
"GLBAEP103150004"	"1775-01-20"	1775	"settlement"
"GLBAEP103150005"	"1775-01-20"	1775	"settlement"
"GLBAEP103150006"	"1775-01-27"	1775	"settlement"
"GLBAEP103150007"	"1775-01-31"	1775	"settlement"
"GLBAEP103150008"	"1775-02-04"	1775	"settlement"
"GLBAEP103150009"	"1775-02-06"	1775	"settlement"
"GLBAEP103150010"	"1775-02-06"	1775	"settlement"
"GLBAEP103150011"	"1775-02-06"	1775	"settlement"
"GLBAEP103150012"	"1775-02-10"	1775	"settlement"
"GLBAEP103150013"	"1775-02-18"	1775	"settlement"
"GLBAEP103150014"	"1775-02-24"	1775	"settlement"
"GLBAEP103150015"	"1775-02-24"	1775	"settlement"
"GLBAEP103150016"	"1775-02-27"	1775	"settlement"
"GLBAEP103150017"	"1775-02-28"	1775	"bastardy"
"GLBAEP103150018"	"1775-03-01"	1775	"settlement"
"GLBAEP103150019"	"1775-03-03"	1775	"settlement"
"GLBAEP103150020"	"1775-03-11"	1775	"settlement"
"GLBAEP103150021"	"1775-03-11"	1775	"bastardy"
"GLBAEP103150022"	"1775-03-11"	1775	"settlement"
"GLBAEP103150023"	"1775-03-13"	1775	"settlement"
"GLBAEP103150024"	"1775-03-17"	1775	"settlement"
"GLBAEP103150025"	"1775-03-23"	1775	"settlement"
"GLBAEP103150026"	"1775-03-28"	1775	"settlement"
"GLBAEP103150027"	"1775-03-31"	1775	"settlement"
"GLBAEP103150028"	"1775-03-31"	1775	"settlement"
"GLBAEP103150029"	"1775-03-31"	1775	"settlement"
"GLBAEP103150030"	"1775-04-05"	1775	"settlement"
"GLBAEP103150031"	"1775-04-05"	1775	"settlement"
"GLBAEP103150032"	"1775-04-06"	1775	"settlement"
"GLBAEP103150033"	"1775-04-13"	1775	"settlement"
"GLBAEP103150034"	"1775-05-15"	1775	"settlement"
"GLBAEP103150035"	"1775-05-19"	1775	"settlement"
"GLBAEP103150036"	"1775-05-26"	1775	"settlement"
"GLBAEP103150038"	"1775-06-00"	1775	"bastardy"
"GLBAEP103150037"	"1775-06-01"	1775	"settlement"
"GLBAEP103150039"	"1775-06-17"	1775	"settlement"
"GLBAEP103150040"	"1775-06-21"	1775	"settlement"
"GLBAEP103150041"	"1775-07-01"	1775	"settlement"
"GLBAEP103150042"	"1775-07-08"	1775	"settlement"
"GLBAEP103150043"	"1775-07-11"	1775	"settlement"
"GLBAEP103150044"	"1775-07-14"	1775	"settlement"
"GLBAEP103150045"	"1775-07-22"	1775	"settlement"
"GLBAEP103150046"	"1775-07-28"	1775	"settlement"
"GLBAEP103150047"	"1775-07-31"	1775	"settlement"
"GLBAEP103150048"	"1775-08-04"	1775	"settlement"
"GLBAEP103150049"	"1775-08-05"	1775	"settlement"
"GLBAEP103150050"	"1775-08-05"	1775	"settlement"
"GLBAEP103150051"	"1775-08-11"	1775	"settlement"
"GLBAEP103150052"	"1775-08-16"	1775	"settlement"
"GLBAEP103150053"	"1775-08-19"	1775	"settlement"
"GLBAEP103150057_172"	"1775-09-00"	1775	"settlement"
"GLBAEP103150054"	"1775-09-15"	1775	"settlement"
"GLBAEP103150056"	"1775-09-29"	1775	"bastardy"
"GLBAEP103150057_169"	"1775-09-29"	1775	"settlement"
"GLBAEP103150055"	"1775-10-03"	1775	"settlement"
"GLBAEP103150058"	"1775-10-06"	1775	"settlement"
"GLBAEP103150059"	"1775-10-09"	1775	"settlement"
"GLBAEP103150060"	"1775-10-10"	1775	"bastardy"
"GLBAEP103150061"	"1775-10-10"	1775	"settlement"
"GLBAEP103150062_187"	"1775-10-10"	1775	"settlement"
"GLBAEP103150062_190"	"1775-10-14"	1775	"settlement"
"GLBAEP103150063"	"1775-10-16"	1775	"settlement"
"GLBAEP103150064"	"1775-10-25"	1775	"settlement"
"GLBAEP103150065"	"1775-10-28"	1775	"settlement"
"GLBAEP103150066"	"1775-10-28"	1775	"settlement"
"GLBAEP103150067"	"1775-11-00"	1775	"settlement"
"GLBAEP103150068"	"1775-11-01"	1775	"bastardy"
"GLBAEP103150069"	"1775-11-01"	1775	"bastardy"
"GLBAEP103150070"	"1775-11-03"	1775	"settlement"
"GLBAEP103150072"	"1775-11-03"	1775	"settlement"
"GLBAEP103150073"	"1775-11-04"	1775	"settlement"
"GLBAEP103150074"	"1775-11-04"	1775	"settlement"
"GLBAEP103150077"	"1775-11-07"	1775	"settlement"
"GLBAEP103150078"	"1775-11-09"	1775	"settlement"
"GLBAEP103150079"	"1775-11-09"	1775	"settlement"
"GLBAEP103150075"	"1775-11-09"	1775	"settlement"
"GLBAEP103150076"	"1775-11-09"	1775	"settlement"
"GLBAEP103150080"	"1775-11-10"	1775	"settlement"
"GLBAEP103150081"	"1775-11-15"	1775	"settlement"
"GLBAEP103150082"	"1775-11-17"	1775	"settlement"
"GLBAEP103150083"	"1775-11-20"	1775	"settlement"
"GLBAEP103150071"	"1775-11-20"	1775	"bastardy"
"GLBAEP103150084"	"1775-11-24"	1775	"settlement"
"GLBAEP103150085"	"1775-11-27"	1775	"settlement"
"GLBAEP103170028_151"	"1775-12-00"	1775	"settlement"
"GLBAEP103150086"	"1775-12-05"	1775	"settlement"
"GLBAEP103150087"	"1775-12-08"	1775	"settlement"
"GLBAEP103150088"	"1775-12-08"	1775	"settlement"
"GLBAEP103150089"	"1775-12-08"	1775	"settlement"
"GLBAEP103150090"	"1775-12-11"	1775	"settlement"
"GLBAEP103150091"	"1775-12-15"	1775	"settlement"
"GLBAEP103150092"	"1775-12-15"	1775	"settlement"
"GLBAEP103150093"	"1775-12-15"	1775	"settlement"
"GLBAEP103150095"	"1775-12-18"	1775	"settlement"
"GLBAEP103150096"	"1775-12-19"	1775	"settlement"
"GLBAEP103150097"	"1775-12-19"	1775	"settlement"
"GLBAEP103150098_300"	"1775-12-27"	1775	"settlement"
"GLBAEP103150098_303"	"1775-12-28"	1775	"settlement"
"GLBAEP103150099"	"1775-12-29"	1775	"settlement"
"GLBAEP103150100"	"1775-12-30"	1775	"settlement"
"GLBAEP103150101"	"1775-12-30"	1775	"settlement"
"GLBAEP103150102"	"1776-01-01"	1776	"settlement"
"GLBAEP103150103"	"1776-01-04"	1776	"settlement"
"GLBAEP103150104"	"1776-01-04"	1776	"bastardy"
"GLBAEP103150105"	"1776-01-05"	1776	"settlement"
"GLBAEP103150106"	"1776-01-09"	1776	"settlement"
"GLBAEP103150107"	"1776-01-11"	1776	"settlement"
"GLBAEP103150108"	"1776-01-12"	1776	"settlement"
"GLBAEP103150109"	"1776-01-13"	1776	"settlement"
"GLBAEP103150110"	"1776-01-13"	1776	"settlement"
"GLBAEP103150111_342"	"1776-01-13"	1776	"settlement"
"GLBAEP103150111_345"	"1776-01-17"	1776	"settlement"
"GLBAEP103150112"	"1776-01-17"	1776	"settlement"
"GLBAEP103160002"	"1776-01-27"	1776	"settlement"
"GLBAEP103160003_5"	"1776-01-29"	1776	"settlement"
"GLBAEP103160003_8"	"1776-01-31"	1776	"settlement"
"GLBAEP103160004"	"1776-02-02"	1776	"settlement"
"GLBAEP103160005"	"1776-02-02"	1776	"settlement"
"GLBAEP103160006"	"1776-02-02"	1776	"settlement"
"GLBAEP103160007"	"1776-02-03"	1776	"settlement"
"GLBAEP103160008"	"1776-02-06"	1776	"settlement"
"GLBAEP103160009"	"1776-02-07"	1776	"settlement"
"GLBAEP103160010"	"1776-02-09"	1776	"settlement"
"GLBAEP103160011"	"1776-02-10"	1776	"settlement"
"GLBAEP103160012"	"1776-02-23"	1776	"settlement"
"GLBAEP103160013"	"1776-02-23"	1776	"settlement"
"GLBAEP103160014"	"1776-02-26"	1776	"settlement"
"GLBAEP103160019"	"1776-03-01"	1776	"settlement"
"GLBAEP103160016"	"1776-03-01"	1776	"settlement"
"GLBAEP103160017"	"1776-03-01"	1776	"settlement"
"GLBAEP103160018"	"1776-03-01"	1776	"settlement"
"GLBAEP103160015"	"1776-03-02"	1776	"settlement"
"GLBAEP103160021"	"1776-03-06"	1776	"settlement"
"GLBAEP103160022"	"1776-03-09"	1776	"settlement"
"GLBAEP103160023"	"1776-03-19"	1776	"settlement"
"GLBAEP103160024_71"	"1776-03-22"	1776	"settlement"
"GLBAEP103160024_75"	"1776-03-29"	1776	"settlement"
"GLBAEP103160025"	"1776-03-30"	1776	"settlement"
"GLBAEP103160026"	"1776-04-01"	1776	"settlement"
"GLBAEP103160027"	"1776-04-03"	1776	"settlement"
"GLBAEP103160028"	"1776-04-04"	1776	"settlement"
"GLBAEP103160059_189"	"1776-04-10"	1776	"settlement"
"GLBAEP103160029"	"1776-04-12"	1776	"settlement"
"GLBAEP103160030"	"1776-04-12"	1776	"settlement"
"GLBAEP103160031"	"1776-04-12"	1776	"settlement"
"GLBAEP103160032"	"1776-04-12"	1776	"settlement"
"GLBAEP103160033"	"1776-04-16"	1776	"settlement"
"GLBAEP103160034"	"1776-04-16"	1776	"settlement"
"GLBAEP103160035"	"1776-04-17"	1776	"settlement"
"GLBAEP103160036"	"1776-04-17"	1776	"settlement"
"GLBAEP103160037"	"1776-04-17"	1776	"settlement"
"GLBAEP103160041"	"1776-04-18"	1776	"settlement"
"GLBAEP103160042"	"1776-04-18"	1776	"settlement"
"GLBAEP103160043"	"1776-04-18"	1776	"settlement"
"GLBAEP103160038"	"1776-04-18"	1776	"settlement"
"GLBAEP103160039"	"1776-04-18"	1776	"settlement"
"GLBAEP103160040_124"	"1776-04-18"	1776	"settlement"
"GLBAEP103160020"	"1776-04-22"	1776	"settlement"
"GLBAEP103160045"	"1776-04-22"	1776	"settlement"
"GLBAEP103160046"	"1776-04-22"	1776	"settlement"
"GLBAEP103160047"	"1776-04-23"	1776	"settlement"
"GLBAEP103160048"	"1776-04-23"	1776	"bastardy"
"GLBAEP103160049"	"1776-04-23"	1776	"settlement"
"GLBAEP103160050"	"1776-04-24"	1776	"settlement"
"GLBAEP103160051"	"1776-04-25"	1776	"settlement"
"GLBAEP103160052"	"1776-04-26"	1776	"settlement"
"GLBAEP103160053"	"1776-04-26"	1776	"settlement"
"GLBAEP103160054"	"1776-04-26"	1776	"settlement"
"GLBAEP103160055"	"1776-04-27"	1776	"settlement"
"GLBAEP103160056"	"1776-04-30"	1776	"settlement"
"GLBAEP103160057"	"1776-04-30"	1776	"bastardy"
"GLBAEP103160058"	"1776-05-06"	1776	"settlement"
"GLBAEP103160059_186"	"1776-05-08"	1776	"settlement"
"GLBAEP103160060"	"1776-05-11"	1776	"settlement"
"GLBAEP103160066"	"1776-05-13"	1776	"settlement"
"GLBAEP103160071"	"1776-05-15"	1776	"settlement"
"GLBAEP103160072"	"1776-05-15"	1776	"settlement"
"GLBAEP103160073"	"1776-05-15"	1776	"settlement"
"GLBAEP103160074"	"1776-05-15"	1776	"settlement"
"GLBAEP103160075"	"1776-05-15"	1776	"settlement"
"GLBAEP103160076"	"1776-05-15"	1776	"settlement"
"GLBAEP103160077"	"1776-05-15"	1776	"settlement"
"GLBAEP103160078"	"1776-05-15"	1776	"settlement"
"GLBAEP103160079"	"1776-05-15"	1776	"settlement"
"GLBAEP103160080"	"1776-05-15"	1776	"settlement"
"GLBAEP103160081"	"1776-05-15"	1776	"settlement"
"GLBAEP103160082"	"1776-05-15"	1776	"settlement"
"GLBAEP103160083"	"1776-05-15"	1776	"settlement"
"GLBAEP103160061"	"1776-05-15"	1776	"settlement"
"GLBAEP103160062"	"1776-05-15"	1776	"settlement"
"GLBAEP103160063"	"1776-05-15"	1776	"settlement"
"GLBAEP103160064"	"1776-05-15"	1776	"settlement"
"GLBAEP103160065"	"1776-05-15"	1776	"settlement"
"GLBAEP103160067"	"1776-05-15"	1776	"settlement"
"GLBAEP103160068"	"1776-05-15"	1776	"settlement"
"GLBAEP103160069"	"1776-05-15"	1776	"settlement"
"GLBAEP103160070"	"1776-05-15"	1776	"settlement"
"GLBAEP103160092_312"	"1776-05-22"	1776	"settlement"
"GLBAEP103160092_315"	"1776-05-25"	1776	"settlement"
"GLBAEP103160093"	"1776-05-25"	1776	"settlement"
"GLBAEP103160094"	"1776-05-27"	1776	"settlement"
"GLBAEP103160103_373"	"1776-06-00"	1776	"settlement"
"GLBAEP103160104_375"	"1776-06-00"	1776	"settlement"
"GLBAEP103160098_340"	"1776-06-01"	1776	"settlement"
"GLBAEP103160089_294"	"1776-06-03"	1776	"settlement"
"GLBAEP103160089_297"	"1776-06-03"	1776	"settlement"
"GLBAEP103160090_300"	"1776-06-03"	1776	"settlement"
"GLBAEP103160090_303"	"1776-06-03"	1776	"settlement"
"GLBAEP103160091_306"	"1776-06-03"	1776	"settlement"
"GLBAEP103160044"	"1776-06-03"	1776	"settlement"
"GLBAEP103160091_309"	"1776-06-03"	1776	"settlement"
"GLBAEP103160095_325"	"1776-06-03"	1776	"settlement"
"GLBAEP103160095_328"	"1776-06-03"	1776	"settlement"
"GLBAEP103160096_331"	"1776-06-03"	1776	"settlement"
"GLBAEP103160096_334"	"1776-06-03"	1776	"settlement"
"GLBAEP103160084_264"	"1776-06-03"	1776	"settlement"
"GLBAEP103160097"	"1776-06-03"	1776	"settlement"
"GLBAEP103160084_267"	"1776-06-03"	1776	"settlement"
"GLBAEP103160085_270"	"1776-06-03"	1776	"settlement"
"GLBAEP103160098_343"	"1776-06-03"	1776	"settlement"
"GLBAEP103160085_273"	"1776-06-03"	1776	"settlement"
"GLBAEP103160099_346"	"1776-06-03"	1776	"settlement"
"GLBAEP103160086_276"	"1776-06-03"	1776	"settlement"
"GLBAEP103160099_349"	"1776-06-03"	1776	"settlement"
"GLBAEP103160086_279"	"1776-06-03"	1776	"settlement"
"GLBAEP103160100_352"	"1776-06-03"	1776	"settlement"
"GLBAEP103160087_282"	"1776-06-03"	1776	"settlement"
"GLBAEP103160100_355"	"1776-06-03"	1776	"settlement"
"GLBAEP103160087_285"	"1776-06-03"	1776	"settlement"
"GLBAEP103160101_358"	"1776-06-03"	1776	"settlement"
"GLBAEP103160088_288"	"1776-06-03"	1776	"settlement"
"GLBAEP103160101_361"	"1776-06-03"	1776	"settlement"
"GLBAEP103160088_291"	"1776-06-03"	1776	"settlement"
"GLBAEP103160102_364"	"1776-06-03"	1776	"settlement"
"GLBAEP103160102_367"	"1776-06-03"	1776	"settlement"
"GLBAEP103160103_370"	"1776-06-03"	1776	"settlement"
"GLBAEP103160104_377"	"1776-06-07"	1776	"settlement"
"GLBAEP103160105_380"	"1776-06-15"	1776	"settlement"
"GLBAEP103160105_383"	"1776-06-19"	1776	"settlement"
"GLBAEP103160106_386"	"1776-06-27"	1776	"settlement"
"GLBAEP103160106_389"	"1776-07-11"	1776	"settlement"
"GLBAEP103160107_392"	"1776-07-15"	1776	"settlement"
"GLBAEP103160107_395"	"1776-07-17"	1776	"settlement"
"GLBAEP103160108_398"	"1776-07-19"	1776	"settlement"
"GLBAEP103160108_401"	"1776-07-25"	1776	"settlement"
"GLBAEP103160109_404"	"1776-07-26"	1776	"settlement"
"GLBAEP103160109_407"	"1776-07-26"	1776	"settlement"
"GLBAEP103160110"	"1776-07-27"	1776	"settlement"
"GLBAEP103160040_127"	"1776-07-30"	1776	"settlement"
"GLBAEP103160111_413"	"1776-07-31"	1776	"settlement"
"GLBAEP103160111_416"	"1776-08-05"	1776	"settlement"
"GLBAEP103160112_419"	"1776-08-07"	1776	"settlement"
"GLBAEP103160112_422"	"1776-08-10"	1776	"settlement"
"GLBAEP103170002_1"	"1776-08-31"	1776	"settlement"
"GLBAEP103170002_4"	"1776-08-31"	1776	"settlement"
"GLBAEP103170004"	"1776-09-00"	1776	"settlement"
"GLBAEP103170003_7"	"1776-09-04"	1776	"settlement"
"GLBAEP103170003_10"	"1776-09-06"	1776	"settlement"
"GLBAEP103170003_13"	"1776-09-06"	1776	"settlement"
"GLBAEP103170005"	"1776-09-09"	1776	"settlement"
"GLBAEP103170006"	"1776-09-10"	1776	"settlement"
"GLBAEP103170007"	"1776-09-11"	1776	"settlement"
"GLBAEP103170008_26"	"1776-09-13"	1776	"settlement"
"GLBAEP103170008_29"	"1776-09-13"	1776	"bastardy"
"GLBAEP103170008_32"	"1776-09-14"	1776	"settlement"
"GLBAEP103170009_35"	"1776-09-21"	1776	"settlement"
"GLBAEP103170009_38"	"1776-09-27"	1776	"settlement"
"GLBAEP103170010_41"	"1776-09-27"	1776	"settlement"
"GLBAEP103170010_44"	"1776-09-30"	1776	"settlement"
"GLBAEP103170011_50"	"1776-10-03"	1776	"settlement"
"GLBAEP103170012_53"	"1776-10-07"	1776	"settlement"
"GLBAEP103170012_56"	"1776-10-08"	1776	"settlement"
"GLBAEP103170013_59"	"1776-10-10"	1776	"settlement"
"GLBAEP103170013_62"	"1776-10-11"	1776	"settlement"
"GLBAEP103170013_65"	"1776-10-11"	1776	"settlement"
"GLBAEP103170014"	"1776-10-12"	1776	"settlement"
"GLBAEP103170015"	"1776-10-14"	1776	"settlement"
"GLBAEP103170016"	"1776-10-14"	1776	"settlement"
"GLBAEP103170017_79"	"1776-10-16"	1776	"settlement"
"GLBAEP103170018_85"	"1776-10-16"	1776	"settlement"
"GLBAEP103170017_82"	"1776-10-18"	1776	"settlement"
"GLBAEP103170018_88"	"1776-10-18"	1776	"settlement"
"GLBAEP103170019_91"	"1776-10-23"	1776	"settlement"
"GLBAEP103170019_94"	"1776-10-23"	1776	"bastardy"
"GLBAEP103170020"	"1776-10-25"	1776	"settlement"
"GLBAEP103170021_100"	"1776-10-29"	1776	"settlement"
"GLBAEP103170011_47"	"1776-10-31"	1776	"settlement"
"GLBAEP103170021_103"	"1776-10-31"	1776	"settlement"
"GLBAEP103170023_115"	"1776-11-00"	1776	"settlement"
"GLBAEP103170022_106"	"1776-11-05"	1776	"settlement"
"GLBAEP103170024_118"	"1776-11-11"	1776	"settlement"
"GLBAEP103170024_121"	"1776-11-11"	1776	"settlement"
"GLBAEP103170022_109"	"1776-11-13"	1776	"settlement"
"GLBAEP103170023_112"	"1776-11-13"	1776	"settlement"
"GLBAEP103170024_124"	"1776-11-13"	1776	"settlement"
"GLBAEP103170024_127"	"1776-11-14"	1776	"settlement"
"GLBAEP103170025_130"	"1776-11-16"	1776	"settlement"
"GLBAEP103170025_133"	"1776-11-16"	1776	"settlement"
"GLBAEP103170026_136"	"1776-11-20"	1776	"settlement"
"GLBAEP103170026_139"	"1776-11-23"	1776	"settlement"
"GLBAEP103170027_142"	"1776-11-26"	1776	"settlement"
"GLBAEP103170027_145"	"1776-11-28"	1776	"settlement"
"GLBAEP103170028_148"	"1776-12-02"	1776	"settlement"
"GLBAEP103170029_154"	"1776-12-05"	1776	"settlement"
"GLBAEP103170029_157"	"1776-12-06"	1776	"settlement"
"GLBAEP103170030"	"1776-12-06"	1776	"settlement"
"GLBAEP103170031"	"1776-12-06"	1776	"settlement"
"GLBAEP103170032_166"	"1776-12-09"	1776	"settlement"
"GLBAEP103170032_169"	"1776-12-09"	1776	"bastardy"
"GLBAEP103170033"	"1776-12-10"	1776	"settlement"
"GLBAEP103170034_175"	"1776-12-14"	1776	"settlement"
"GLBAEP103170034_178"	"1776-12-16"	1776	"settlement"
"GLBAEP103170035_181"	"1776-12-16"	1776	"settlement"
"GLBAEP103170035_184"	"1776-12-19"	1776	"settlement"
"GLBAEP103170036_187"	"1776-12-20"	1776	"settlement"
"GLBAEP103170037_193"	"1776-12-26"	1776	"settlement"
"GLBAEP103170037_196"	"1776-12-27"	1776	"settlement"
"GLBAEP103170038_199"	"1776-12-28"	1776	"settlement"
"GLBAEP103170036_190"	"1776-12-28"	1776	"settlement"
"GLBAEP103170038_202"	"1776-12-31"	1776	"settlement"
"GLBAEP103170039_205"	"1777-01-03"	1777	"settlement"
"GLBAEP103170039_208"	"1777-01-03"	1777	"settlement"
"GLBAEP103170040_211"	"1777-01-04"	1777	"settlement"
"GLBAEP103170040_214"	"1777-01-04"	1777	"bastardy"
"GLBAEP103170041"	"1777-01-07"	1777	"settlement"
"GLBAEP103170042"	"1777-01-07"	1777	"settlement"
"GLBAEP103170043_224"	"1777-01-07"	1777	"settlement"
"GLBAEP103170043_227"	"1777-01-08"	1777	"settlement"
"GLBAEP103170044_230"	"1777-01-09"	1777	"settlement"
"GLBAEP103170044_233"	"1777-01-10"	1777	"settlement"
"GLBAEP103170045_236"	"1777-01-10"	1777	"settlement"
"GLBAEP103170045_239"	"1777-01-10"	1777	"settlement"
"GLBAEP103170046_242"	"1777-01-13"	1777	"settlement"
"GLBAEP103170046_245"	"1777-01-15"	1777	"settlement"
"GLBAEP103170047_248"	"1777-01-21"	1777	"settlement"
"GLBAEP103170047_251"	"1777-01-23"	1777	"settlement"
"GLBAEP103170048_254"	"1777-01-24"	1777	"settlement"
"GLBAEP103170048_257"	"1777-01-24"	1777	"settlement"
"GLBAEP103170049_260"	"1777-01-24"	1777	"settlement"
"GLBAEP103170049_263"	"1777-01-31"	1777	"settlement"
"GLBAEP103170050_266"	"1777-01-31"	1777	"settlement"
"GLBAEP103170050_269"	"1777-01-31"	1777	"settlement"
"GLBAEP103170051_273"	"1777-01-31"	1777	"settlement"
"GLBAEP103170051_276"	"1777-01-31"	1777	"settlement"
"GLBAEP103170052_279"	"1777-01-31"	1777	"settlement"
"GLBAEP103170052_282"	"1777-01-31"	1777	"settlement"
"GLBAEP103170053_285"	"1777-02-05"	1777	"settlement"
"GLBAEP103170053_288"	"1777-02-07"	1777	"settlement"
"GLBAEP103170054_294"	"1777-02-11"	1777	"settlement"
"GLBAEP103170054_291"	"1777-02-12"	1777	"settlement"
"GLBAEP103170055_297"	"1777-02-13"	1777	"settlement"
"GLBAEP103170055_300"	"1777-02-15"	1777	"settlement"
"GLBAEP103170056_303"	"1777-02-18"	1777	"settlement"
"GLBAEP103170056_306"	"1777-02-20"	1777	"settlement"
"GLBAEP103170057_309"	"1777-02-21"	1777	"settlement"
"GLBAEP103170057_312"	"1777-02-21"	1777	"settlement"
"GLBAEP103170058_315"	"1777-02-21"	1777	"settlement"
"GLBAEP103170058_318"	"1777-02-22"	1777	"settlement"
"GLBAEP103170059_321"	"1777-02-25"	1777	"settlement"
"GLBAEP103170059_324"	"1777-02-25"	1777	"settlement"
"GLBAEP103170059_327"	"1777-02-28"	1777	"settlement"
"GLBAEP103170059_330"	"1777-03-06"	1777	"settlement"
"GLBAEP103170060_331"	"1777-03-06"	1777	"settlement"
"GLBAEP103170060_336"	"1777-03-06"	1777	"settlement"
"GLBAEP103170061"	"1777-03-06"	1777	"settlement"
"GLBAEP103170062_343"	"1777-03-06"	1777	"settlement"
"GLBAEP103170062_346"	"1777-03-06"	1777	"settlement"
"GLBAEP103170063_349"	"1777-03-07"	1777	"settlement"
"GLBAEP103170063_352"	"1777-03-08"	1777	"settlement"
"GLBAEP103170065_361"	"1777-03-13"	1777	"settlement"
