"order_id"	"doc_date"	"doc_year"	"doc_month"	"has_exam"	"has_exam_b"	"multi_orders"	"vagrant"	"name_count"	"gender"	"has_child"	"to_area"	"link_exam_id"	"link_rv_chain"
"WCCDRV36900_0727"	"1762-06-09"	1762	6	"yes"	1	1	0	1	"f"	0	"London"	"WCCDEP358190248"	"WCCDRV36900_0727 | WCCDRV36901_0311 | WCCDRV36900_0954"
"WCCDRV36900_0728"	"1762-06-09"	1762	6	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358190249"	""
"WCCDRV36900_0729"	"1762-06-14"	1762	6	"yes"	1	0	0	3	"fm"	1	"London"	"WCCDEP358190250"	""
"WCCDRV36900_0730"	"1762-07-03"	1762	7	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190252"	""
"WCCDRV36900_0731"	"1762-07-13"	1762	7	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190253"	""
"WCCDRV36900_0732"	"1762-07-14"	1762	7	"yes"	1	0	1	3	"fm"	1	"Ireland"	"WCCDEP358190254"	""
"WCCDRV36900_0733"	"1762-08-05"	1762	8	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190259"	""
"WCCDRV36900_0734"	"1762-08-06"	1762	8	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358190260"	""
"WCCDRV36900_0735"	"1762-08-10"	1762	8	"yes"	1	0	0	2	"fm"	0	"London"	"WCCDEP358190263"	""
"WCCDRV36900_0736"	"1762-08-10"	1762	8	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358190264"	""
"WCCDRV36900_0737"	"1762-08-10"	1762	8	"yes"	1	0	0	2	"fm"	1	"Essex"	"WCCDEP358190262"	""
"WCCDRV36900_0738"	"1762-08-17"	1762	8	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190267"	""
"WCCDRV36900_0739"	"1762-08-31"	1762	8	"yes"	1	1	0	2	"fm"	0	"London"	"WCCDEP358190270"	"WCCDRV36900_0739 | WCCDRV36900_0740"
"WCCDRV36900_0740"	"1762-08-31"	1762	8	"yes"	1	0	0	3	"fm"	1	"London"	"WCCDEP358190270"	""
"WCCDRV36900_0741"	"1762-09-18"	1762	9	"yes"	1	0	0	1	"f"	0	"Staffordshire"	"WCCDEP358190276"	""
"WCCDRV36900_0742"	"1762-09-10"	1762	9	"yes"	1	0	0	3	"fm"	1	"London"	"WCCDEP358190272 | WCCDEP358190273"	""
"WCCDRV36900_0743"	"1762-09-28"	1762	9	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190278"	""
"WCCDRV36900_0744"	"1762-10-05"	1762	10	"yes"	1	0	0	3	"fm"	1	"London"	"WCCDEP358190280"	""
"WCCDRV36900_0745"	"1762-10-06"	1762	10	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190281"	""
"WCCDRV36900_0746"	"1762-10-14"	1762	10	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190287"	""
"WCCDRV36900_0747"	"1762-10-20"	1762	10	"yes"	1	0	0	1	"f"	0	"Bristol"	"WCCDEP358190290"	""
"WCCDRV36900_0748"	"1762-10-22"	1762	10	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358190292 | WCCDEP358190294"	""
"WCCDRV36900_0749"	"1762-10-23"	1762	10	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190293"	""
"WCCDRV36900_0750"	"1762-11-20"	1762	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190304"	""
"WCCDRV36900_0751"	"1762-11-20"	1762	11	"yes"	1	0	0	3	"fm"	1	"London"	"WCCDEP358190303"	""
"WCCDRV36900_0752"	"1762-12-09"	1762	12	"yes"	1	1	0	2	"m"	1	"London"	"WCCDEP358190310"	"WCCDRV36900_0752 | WCCDRV36900_0759"
"WCCDRV36900_0753"	"1762-12-15"	1762	12	"yes"	1	0	1	3	"fm"	1	"Yorkshire"	"WCCDEP358190311 | WCCDEP358190314"	""
"WCCDRV36900_0754"	"1762-12-11"	1762	12	"yes"	1	1	0	1	"f"	0	"London"	"WCCDEP358190312"	"WCCDRV36900_0754 | WCCDRV36900_0760"
"WCCDRV36900_0755"	"1762-12-18"	1762	12	"yes"	1	1	0	1	"f"	0	"Surrey"	"WCCDEP358190316"	"WCCDRV36900_0755 | WCCDRV36900_0761"
"WCCDRV36900_0756"	"1762-11-25"	1762	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190306"	""
"WCCDRV36900_0757"	"1762-11-30"	1762	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190307"	""
"WCCDRV36900_0758"	"1762-12-02"	1762	12	"yes"	1	0	0	1	"f"	0	"Kent"	"WCCDEP358190308"	""
"WCCDRV36900_0759"	"1762-12-09"	1762	12	"yes"	1	0	0	2	"m"	1	"London"	"WCCDEP358190310"	""
"WCCDRV36900_0760"	"1762-12-11"	1762	12	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190312"	""
"WCCDRV36900_0761"	"1762-12-18"	1762	12	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358190316"	""
"WCCDRV36900_0762"	"1763-01-18"	1763	1	"yes"	1	0	0	2	"fm"	1	"London"	"WCCDEP358190322"	""
"WCCDRV36900_0763"	"1762-01-27"	1762	1	"yes"	1	0	0	2	"fm"	0	"London"	"WCCDEP358190324"	""
"WCCDRV36900_0764"	"1762-03-23"	1762	3	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190333"	""
"WCCDRV36900_0765"	"1763-03-24"	1763	3	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358190334"	""
"WCCDRV36900_0766"	"1763-03-26"	1763	3	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190335"	""
"WCCDRV36900_0767"	"1763-03-02"	1763	3	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358190337"	""
"WCCDRV36900_0768"	"1763-03-26"	1763	3	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190336"	""
"WCCDRV36900_0769"	"1763-03-22"	1763	3	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358190332"	""
"WCCDRV36900_0770"	"1763-04-16"	1763	4	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358190339"	""
"WCCDRV36900_0771"	"1762-06-09"	1762	6	"yes"	1	0	1	1	"f"	0	"Ireland"	"WCCDEP358190360"	""
"WCCDRV36900_0772"	"1763-06-09"	1763	6	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190356"	""
"WCCDRV36900_0773"	"1763-06-09"	1763	6	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190359"	""
"WCCDRV36900_0774"	"1763-06-10"	1763	6	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358190361"	""
"WCCDRV36900_0775"	"1763-06-30"	1763	6	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358190358"	""
"WCCDRV36900_0776"	"1763-07-07"	1763	7	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190371"	""
"WCCDRV36900_0777"	"1763-08-24"	1763	8	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190374"	""
"WCCDRV36900_0778"	"1763-09-17"	1763	9	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358190380"	""
"WCCDRV36900_0779"	"1763-09-24"	1763	9	"yes"	1	0	0	2	"m"	0	"Shropshire"	"WCCDEP358190384"	""
"WCCDRV36900_0780"	"1763-09-27"	1763	9	"yes"	1	0	0	2	"f"	1	"London"	"WCCDEP358190386"	""
"WCCDRV36900_0781"	"1763-10-05"	1763	10	"yes"	1	1	0	2	"fm"	0	"London"	"WCCDEP358190388"	"WCCDRV36900_0781 | WCCDRV36901_0262 | WCCDRV36901_0524"
"WCCDRV36900_0782"	"1763-10-19"	1763	10	"yes"	1	0	0	3	"fm"	1	"London"	"WCCDEP358200031 | WCCDEP358200034"	""
"WCCDRV36900_0783"	"1763-10-22"	1763	10	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200035"	""
"WCCDRV36900_0784"	"1763-10-22"	1763	10	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358200036"	""
"WCCDRV36900_0785"	"1763-10-27"	1763	10	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358200037"	""
"WCCDRV36900_0786"	"1763-11-18"	1763	11	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358200039"	""
"WCCDRV36900_0787"	"1764-01-04"	1764	1	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200050"	""
"WCCDRV36900_0788"	"1764-01-25"	1764	1	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358200056"	""
"WCCDRV36900_0789"	"1764-02-08"	1764	2	"yes"	1	0	0	1	"f"	0	"Sussex"	"WCCDEP358200064"	""
"WCCDRV36900_0790"	"1764-02-13"	1764	2	"yes"	1	0	1	1	"f"	0	"Ireland"	"WCCDEP358200068"	""
"WCCDRV36900_0791"	"1764-02-29"	1764	2	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200076"	""
"WCCDRV36900_0792"	"1764-03-03"	1764	3	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200078"	""
"WCCDRV36900_0793"	"1764-03-06"	1764	3	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200080"	""
"WCCDRV36900_0794"	"1764-03-06"	1764	3	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200077 | WCCDEP358200082"	""
"WCCDRV36900_0795"	"1764-03-12"	1764	3	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200085"	""
"WCCDRV36900_0796"	"1764-03-12"	1764	3	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200087"	""
"WCCDRV36900_0797"	"1764-03-15"	1764	3	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200089"	""
"WCCDRV36900_0798"	"1764-03-26"	1764	3	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200092"	""
"WCCDRV36900_0799"	"1764-03-27"	1764	3	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200095"	""
"WCCDRV36900_0800"	"1764-02-22"	1764	2	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200070"	""
"WCCDRV36900_0801"	"1764-04-12"	1764	4	"yes"	1	0	0	2	"f"	1	"London"	"WCCDEP358200097"	""
"WCCDRV36900_0802"	"1764-05-17"	1764	5	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200108"	""
"WCCDRV36900_0803"	"1764-06-06"	1764	6	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200111"	""
"WCCDRV36900_0804"	"1764-06-09"	1764	6	"yes"	1	0	1	2	"fm"	0	"Ireland"	"WCCDEP358200112"	""
"WCCDRV36900_0805"	"1764-06-23"	1764	6	"yes"	1	0	0	2	"fm"	0	"Surrey"	"WCCDEP358200116"	""
"WCCDRV36900_0806"	"1764-06-25"	1764	6	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200117"	""
"WCCDRV36900_0807"	"1764-07-07"	1764	7	"yes"	1	0	0	1	"f"	0	"Kent"	"WCCDEP358200122"	""
"WCCDRV36900_0808"	"1764-07-07"	1764	7	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200123"	""
"WCCDRV36900_0809"	"1764-07-09"	1764	7	"yes"	1	0	0	2	"fm"	1	"Surrey"	"WCCDEP358200124"	""
"WCCDRV36900_0810"	"1764-08-11"	1764	8	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200132"	""
"WCCDRV36900_0811"	"1764-09-07"	1764	9	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200139"	""
"WCCDRV36900_0812"	"1764-09-07"	1764	9	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200140"	""
"WCCDRV36900_0813"	"1764-09-15"	1764	9	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200144"	""
"WCCDRV36900_0814"	"1764-09-19"	1764	9	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200145"	""
"WCCDRV36900_0815"	"1764-10-30"	1764	10	"yes"	1	0	1	1	"f"	0	"Kent"	"WCCDEP358200156"	""
"WCCDRV36900_0816"	"1764-10-30"	1764	10	"yes"	1	0	1	1	"f"	0	"Worcestershire"	"WCCDEP358200157"	""
"WCCDRV36900_0817"	"1764-11-10"	1764	11	"yes"	1	0	0	3	"fm"	1	"London"	"WCCDEP358200158"	""
"WCCDRV36900_0818"	"1764-11-13"	1764	11	"yes"	1	0	0	2	"fm"	1	"London"	"WCCDEP358200162"	""
"WCCDRV36900_0819"	"1764-11-22"	1764	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200167"	""
"WCCDRV36900_0820"	"1764-12-06"	1764	12	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200177"	""
"WCCDRV36900_0821"	"1764-12-08"	1764	12	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200179"	""
"WCCDRV36900_0822"	"1764-12-13"	1764	12	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200180"	""
"WCCDRV36900_0823"	"1764-12-14"	1764	12	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200182"	""
"WCCDRV36900_0824"	"1764-12-22"	1764	12	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200196"	""
"WCCDRV36900_0825"	"1764-12-21"	1764	12	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200195"	""
"WCCDRV36900_0826"	"1764-12-22"	1764	12	"yes"	1	0	1	1	"m"	0	"Bristol"	"WCCDEP358200197"	""
"WCCDRV36900_0827"	"1764-12-22"	1764	12	"yes"	1	0	0	2	"fm"	0	"London"	"WCCDEP358200198"	""
"WCCDRV36900_0828"	"1765-01-04"	1765	1	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358200205"	""
"WCCDRV36900_0829"	"1765-01-04"	1765	1	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200206"	""
"WCCDRV36900_0830"	"1765-01-04"	1765	1	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200207"	""
"WCCDRV36900_0831"	"1765-01-04"	1765	1	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200208"	""
"WCCDRV36900_0832"	"1765-01-04"	1765	1	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200209"	""
"WCCDRV36900_0833"	"1765-01-10"	1765	1	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200214"	""
"WCCDRV36900_0834"	"1764-01-19"	1764	1	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200219"	""
"WCCDRV36900_0835"	"1765-01-22"	1765	1	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200221"	""
"WCCDRV36900_0836"	"1765-01-22"	1765	1	"yes"	1	1	0	1	"m"	0	"London"	"WCCDEP358200223"	"WCCDRV36900_0836 | WCCDRV36900_0837 | WCCDRV36900_0846"
"WCCDRV36900_0837"	"1765-01-22"	1765	1	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200223"	""
"WCCDRV36900_0838"	"1765-01-22"	1765	1	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200222"	""
"WCCDRV36900_0839"	"1765-01-24"	1765	1	"yes"	1	0	0	1	"f"	0	"Oxfordshire"	"WCCDEP358200225"	""
"WCCDRV36900_0840"	"1765-01-29"	1765	1	"yes"	1	0	1	5	"fm"	1	"Ireland"	"WCCDEP358200227"	""
"WCCDRV36900_0841"	"1765-02-04"	1765	2	"yes"	1	0	1	1	"m"	0	"London"	"WCCDEP358200233"	""
"WCCDRV36900_0842"	"1765-01-24"	1765	1	"yes"	1	0	0	2	"fm"	0	"London"	"WCCDEP358200224"	""
"WCCDRV36900_0843"	"1765-01-29"	1765	1	"yes"	1	1	0	1	"f"	0	"Essex"	"WCCDEP358200226"	"WCCDRV36900_0843 | WCCDRV36900_0849"
"WCCDRV36900_0844"	"1765-03-06"	1765	3	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200242"	""
"WCCDRV36900_0845"	"1765-04-25"	1765	4	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200261"	""
"WCCDRV36900_0846"	"1765-04-26"	1765	4	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200262"	""
"WCCDRV36900_0847"	"1765-04-27"	1765	4	"yes"	1	0	0	2	"fm"	1	"London"	"WCCDEP358200264"	""
"WCCDRV36900_0848"	"1765-04-30"	1765	4	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200265"	""
"WCCDRV36900_0849"	"1765-05-03"	1765	5	"yes"	1	0	0	1	"f"	0	"Essex"	"WCCDEP358200266"	""
"WCCDRV36900_0850"	"1765-05-06"	1765	5	"yes"	1	0	0	2	"f"	1	"London"	"WCCDEP358200268"	""
"WCCDRV36900_0851"	"1765-05-21"	1765	5	"yes"	1	0	0	3	"m"	1	"London"	"WCCDEP358200271"	""
"WCCDRV36900_0852"	"1765-06-25"	1765	6	"yes"	1	0	0	5	"fm"	1	"Gloucestershire"	"WCCDEP358200278"	""
"WCCDRV36900_0853"	"1765-07-12"	1765	7	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200283"	""
"WCCDRV36900_0854"	"1765-07-23"	1765	7	"yes"	1	0	0	2	"fm"	1	"Berkshire"	"WCCDEP358200286"	""
"WCCDRV36900_0855"	"1765-08-01"	1765	8	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200290"	""
"WCCDRV36900_0856"	"1765-08-07"	1765	8	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200293"	""
"WCCDRV36900_0857"	"1765-08-07"	1765	8	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200289"	""
"WCCDRV36900_0858"	"1765-08-10"	1765	8	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200294"	""
"WCCDRV36900_0859"	"1765-08-22"	1765	8	"yes"	1	0	0	2	"fm"	0	"London"	"WCCDEP358200297"	""
"WCCDRV36900_0860"	"1765-08-30"	1765	8	"yes"	1	0	0	2	"fm"	1	"London"	"WCCDEP358200299"	""
"WCCDRV36900_0862"	"1765-09-05"	1765	9	"yes"	1	0	0	4	"fm"	1	"London"	"WCCDEP358200300"	""
"WCCDRV36900_0863"	"1765-09-21"	1765	9	"yes"	1	0	0	2	"fm"	0	"London"	"WCCDEP358200302"	""
"WCCDRV36900_0864"	"1765-09-23"	1765	9	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200303"	""
"WCCDRV36900_0865"	"1765-09-23"	1765	9	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200304"	""
"WCCDRV36900_0866"	"1765-10-08"	1765	10	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200305"	""
"WCCDRV36900_0867"	"1765-10-08"	1765	10	"yes"	1	0	0	2	"fm"	0	"London"	"WCCDEP358200306"	""
"WCCDRV36900_0868"	"1765-10-24"	1765	10	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200310"	""
"WCCDRV36900_0869"	"1765-10-24"	1765	10	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200310"	""
"WCCDRV36900_0870"	"1765-11-07"	1765	11	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358200314"	""
"WCCDRV36900_0871"	"1765-11-08"	1765	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200315"	""
"WCCDRV36900_0872"	"1765-11-09"	1765	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200316"	""
"WCCDRV36900_0873"	"1765-11-09"	1765	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200317"	""
"WCCDRV36900_0874"	"1765-11-12"	1765	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200318"	""
"WCCDRV36900_0875"	"1765-11-13"	1765	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200319"	""
"WCCDRV36900_0876"	"1765-11-20"	1765	11	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358200324"	""
"WCCDRV36900_0877"	"1765-11-20"	1765	11	"yes"	1	0	0	1	"f"	0	"Somerset"	"WCCDEP358200323"	""
"WCCDRV36900_0878"	"1765-11-20"	1765	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200325"	""
"WCCDRV36900_0879"	"1765-11-26"	1765	11	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200327"	""
"WCCDRV36900_0880"	"1765-11-29"	1765	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200328"	""
"WCCDRV36900_0881"	"1765-12-10"	1765	12	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200331"	""
"WCCDRV36900_0882"	"1765-12-11"	1765	12	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200334"	""
"WCCDRV36900_0883"	"1765-11-30"	1765	11	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200339"	""
"WCCDRV36900_0884"	"1766-01-03"	1766	1	"yes"	1	0	1	2	"fm"	0	"Northumberland"	"WCCDEP358200343"	""
"WCCDRV36900_0885"	"1766-01-02"	1766	1	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200342"	""
"WCCDRV36900_0886"	"1766-01-11"	1766	1	"yes"	1	1	0	1	"f"	0	"London"	"WCCDEP358200347"	"WCCDRV36900_0886 | WCCDRV36900_0989"
"WCCDRV36900_0887"	"1766-01-10"	1766	1	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200346"	""
"WCCDRV36900_0888"	"1766-02-22"	1766	2	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200359"	""
"WCCDRV36900_0889"	"1766-02-22"	1766	2	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200359"	""
"WCCDRV36900_0890"	"1766-02-22"	1766	2	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358200358"	""
"WCCDRV36900_0891"	"1766-02-19"	1766	2	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200354"	""
"WCCDRV36900_0892"	"1766-03-11"	1766	3	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210034"	""
"WCCDRV36900_0893"	"1766-03-13"	1766	3	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358210037"	""
"WCCDRV36900_0894"	"1766-03-18"	1766	3	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210038"	""
"WCCDRV36900_0895"	"1766-04-12"	1766	4	"yes"	1	0	0	2	"fm"	1	"London"	"WCCDEP358210040"	""
"WCCDRV36900_0896"	"1766-04-12"	1766	4	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358210041"	""
"WCCDRV36900_0897"	"1766-04-17"	1766	4	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210044"	""
"WCCDRV36900_0898"	"1766-04-17"	1766	4	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210043 | WCCDEP358210046"	""
"WCCDRV36900_0899"	"1766-04-17"	1766	4	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210042"	""
"WCCDRV36900_0900"	"1766-04-22"	1766	4	"yes"	1	0	0	2	"f"	1	"London"	"WCCDEP358210045"	""
"WCCDRV36900_0901"	"1766-04-29"	1766	4	"yes"	1	0	0	3	"fm"	1	"London"	"WCCDEP358210047"	""
"WCCDRV36900_0902"	"1766-05-02"	1766	5	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358210048"	""
"WCCDRV36900_0903"	"1766-05-08"	1766	5	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358210049"	""
"WCCDRV36900_0904"	"1766-05-15"	1766	5	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358210051"	""
"WCCDRV36900_0905"	"1766-05-22"	1766	5	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210052"	""
"WCCDRV36900_0906"	"1766-06-13"	1766	6	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358210053"	""
"WCCDRV36900_0907"	"1766-06-13"	1766	6	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210054"	""
"WCCDRV36900_0908"	"1766-07-09"	1766	7	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210060"	""
"WCCDRV36900_0909"	"1766-07-02"	1766	7	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210059"	""
"WCCDRV36900_0910"	"1766-07-17"	1766	7	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358210061"	""
"WCCDRV36900_0911"	"1766-07-22"	1766	7	"no"	0	0	1	1	"m"	0	"Ireland"	""	""
"WCCDRV36900_0912"	"1766-08-01"	1766	8	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210065"	""
"WCCDRV36900_0913"	"1766-08-04"	1766	8	"yes"	1	0	0	2	"fm"	0	"London"	"WCCDEP358210066"	""
"WCCDRV36900_0914"	"1766-08-21"	1766	8	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210062"	""
"WCCDRV36900_0915"	"1766-08-21"	1766	8	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358210069"	""
"WCCDRV36900_0916"	"1766-09-05"	1766	9	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210073"	""
"WCCDRV36900_0917"	"1766-09-11"	1766	9	"yes"	1	0	0	2	"fm"	0	"London"	"WCCDEP358210074"	""
"WCCDRV36900_0918"	"1766-10-02"	1766	10	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210075"	""
"WCCDRV36900_0919"	"1765-10-08"	1765	10	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358200305"	""
"WCCDRV36900_0920"	"1766-10-03"	1766	10	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210076"	""
"WCCDRV36900_0921"	"1766-10-09"	1766	10	"yes"	1	1	0	1	"f"	0	"London"	"WCCDEP358210078"	"WCCDRV36900_0921 | WCCDRV36900_1038"
"WCCDRV36900_0922"	"1766-10-11"	1766	10	"yes"	1	0	0	1	"f"	0	"Surrey"	"WCCDEP358210079"	""
"WCCDRV36900_0923"	"1766-10-14"	1766	10	"yes"	1	0	0	1	"f"	0	"Kent"	"WCCDEP358210080"	""
"WCCDRV36900_0924"	"1766-10-17"	1766	10	"yes"	1	0	0	2	"fm"	1	"London"	"WCCDEP358210082"	""
"WCCDRV36900_0925"	"1766-10-18"	1766	10	"yes"	1	0	0	2	"fm"	0	"London"	"WCCDEP358210083"	""
"WCCDRV36900_0926"	"1766-10-20"	1766	10	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210084"	""
"WCCDRV36900_0927"	"1766-10-20"	1766	10	"yes"	1	0	0	1	"m"	0	"London"	"WCCDEP358210085"	""
"WCCDRV36900_0928"	"1766-10-25"	1766	10	"yes"	1	1	0	1	"f"	0	"London"	"WCCDEP358210086"	"WCCDRV36900_0928 | WCCDRV36901_0252 | WCCDRV36901_0255"
"WCCDRV36900_0929"	"1766-10-29"	1766	10	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210087"	""
"WCCDRV36900_0930"	"1766-11-04"	1766	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210091"	""
"WCCDRV36900_0931"	"1766-11-04"	1766	11	"yes"	1	0	0	2	"f"	1	"London"	"WCCDEP358210092"	""
"WCCDRV36900_0932"	"1766-11-04"	1766	11	"yes"	1	0	0	1	"f"	0	"London"	"WCCDEP358210093"	""
